DATETIME,close_unadj,price,div,price w tax
1993-05-20,45.15625,25.03148651,False,31.06891556
1993-05-21,44.75,24.80630112,False,30.78941078
1993-05-24,44.9375,24.91023064,False,30.91841145
1993-05-25,45.03125,24.96218872,False,30.9829071
1993-05-26,45.59375,25.27398682,False,31.36991577
1993-05-27,45.4375,25.18738174,False,31.26241722
1993-05-28,45.21875,25.06612206,False,31.11191044
1993-06-01,45.65625,25.30864334,False,31.41292534
1993-06-02,45.59375,25.27398682,False,31.36991577
1993-06-03,45.4375,25.18738174,False,31.26241722
1993-06-04,45.28125,25.10077095,False,31.15491467
1993-06-07,45.125,25.01416397,False,31.04741478
1993-06-08,44.71875,24.78896713,False,30.76790199
1993-06-09,44.875,24.87557983,False,30.87540588
1993-06-10,44.90625,24.89290619,False,30.89690933
1993-06-11,45.09375,24.99683571,False,31.02591
1993-06-14,45.03125,24.96218872,False,30.9829071
1993-06-15,44.9375,24.91023064,False,30.91841145
1993-06-16,45.03125,24.96218872,False,30.9829071
1993-06-17,45.1875,25.04880905,False,31.09041634
1993-06-18,44.5,24.84253502,False,30.73977451
1993-06-21,44.59375,24.89487267,False,30.80453587
1993-06-22,44.625,24.912323,False,30.8261261
1993-06-23,44.21875,24.68551064,False,30.54548244
1993-06-24,44.8125,25.01699448,False,30.95564613
1993-06-25,44.78125,24.99955368,False,30.93406258
1993-06-28,45.28125,25.27866364,False,31.27943954
1993-06-29,45.0625,25.15655327,False,31.12833729
1993-06-30,45.0625,25.15655327,False,31.12833729
1993-07-01,44.9375,25.08677483,False,31.04199238
1993-07-02,44.6875,24.94722176,False,30.86930523
1993-07-06,44.21875,24.68551064,False,30.54548244
1993-07-07,44.34375,24.75530052,False,30.63183537
1993-07-08,44.84375,25.03443527,False,30.97722969
1993-07-09,44.96875,25.10421753,False,31.06357727
1993-07-12,44.9375,25.08677483,False,31.04199238
1993-07-13,44.90625,25.06932449,False,31.02040215
1993-07-14,45.0625,25.15655327,False,31.12833729
1993-07-15,44.875,25.05187607,False,30.99881325
1993-07-16,44.75,24.98210335,False,30.91247234
1993-07-19,44.71875,24.9646492,False,30.89087944
1993-07-20,44.84375,25.03443527,False,30.97722969
1993-07-21,44.8125,25.01699448,False,30.95564613
1993-07-22,44.5,24.84253502,False,30.73977451
1993-07-23,44.71875,24.9646492,False,30.89087944
1993-07-26,44.96875,25.10421753,False,31.06357727
1993-07-27,44.9375,25.08677483,False,31.04199238
1993-07-28,44.84375,25.03443527,False,30.97722969
1993-07-29,45.09375,25.17399216,False,31.14991951
1993-07-30,44.84375,25.03443527,False,30.97722969
1993-08-02,44.96875,25.10421753,False,31.06357727
1993-08-03,45.0,25.12166977,False,31.08516884
1993-08-04,45.0,25.12166977,False,31.08516884
1993-08-05,44.90625,25.06932449,False,31.02040215
1993-08-06,44.96875,25.10421753,False,31.06357727
1993-08-09,45.21875,25.2437706,False,31.23626442
1993-08-10,45.1875,25.22633362,False,31.21468353
1993-08-11,45.1875,25.22633362,False,31.21468353
1993-08-12,45.0625,25.15655327,False,31.12833729
1993-08-13,45.125,25.1914463,False,31.17151241
1993-08-16,45.375,25.331007,False,31.3442049
1993-08-17,45.53125,25.4182415,False,31.45214405
1993-08-18,45.78125,25.55779839,False,31.62483387
1993-08-19,45.78125,25.55779839,False,31.62483387
1993-08-20,45.8125,25.57524109,False,31.64641876
1993-08-23,45.71875,25.52291489,False,31.58166542
1993-08-24,46.21875,25.80204391,False,31.92705574
1993-08-25,46.25,25.81949043,False,31.9486433
1993-08-26,46.28125,25.83694839,False,31.97023888
1993-08-27,46.25,25.81949043,False,31.9486433
1993-08-30,46.4375,25.92416191,False,32.07816334
1993-08-31,46.5625,25.9939518,False,32.16451626
1993-09-01,46.5,25.95905113,False,32.12133579
1993-09-02,46.34375,25.87182236,False,32.01340065
1993-09-03,46.375,25.88927269,False,32.03499088
1993-09-07,46.0625,25.71481133,False,31.81911793
1993-09-08,45.90625,25.62756348,False,31.71116943
1993-09-09,46.0,25.67992401,False,31.77594681
1993-09-10,46.40625,25.9067173,False,32.05657711
1993-09-13,46.4375,25.92416191,False,32.07816334
1993-09-14,46.25,25.81949043,False,31.9486433
1993-09-15,46.375,25.88927269,False,32.03499088
1993-09-16,46.1875,25.78458023,False,31.90545616
1993-09-17,45.8125,25.73460579,False,31.75797405
1993-09-20,45.4375,25.52394485,False,31.4980114
1993-09-21,45.28125,25.43618011,False,31.38970108
1993-09-22,45.65625,25.64683342,False,31.64965839
1993-09-23,45.90625,25.78725243,False,31.8229517
1993-09-24,45.78125,25.71704102,False,31.73630371
1993-09-27,46.28125,25.9979229,False,32.08292103
1993-09-28,46.1875,25.94524384,False,32.01792068
1993-09-29,46.03125,25.85747337,False,31.90960636
1993-09-30,45.9375,25.80481148,False,31.84461803
1993-10-01,46.15625,25.92769051,False,31.99625835
1993-10-04,46.21875,25.96280098,False,32.03958569
1993-10-05,46.15625,25.92769051,False,31.99625835
1993-10-06,46.125,25.91014099,False,31.97459869
1993-10-07,46.0,25.8399334,False,31.88795338
1993-10-08,46.0625,25.87503052,False,31.93127136
1993-10-11,46.15625,25.92769051,False,31.99625835
1993-10-12,46.21875,25.96280098,False,32.03958569
1993-10-13,46.21875,25.96280098,False,32.03958569
1993-10-14,46.8125,26.29632568,False,32.45117798
1993-10-15,47.0625,26.43676949,False,32.62448864
1993-10-18,46.9375,26.3665638,False,32.53784466
1993-10-19,46.59375,26.17345238,False,32.29954166
1993-10-20,46.65625,26.20855522,False,32.34286366
1993-10-21,46.59375,26.17345238,False,32.29954166
1993-10-22,46.375,26.05058861,False,32.14791203
1993-10-25,46.5,26.12079239,False,32.23455467
1993-10-26,46.46875,26.10325623,False,32.21290436
1993-10-27,46.5,26.12079239,False,32.23455467
1993-10-28,46.84375,26.31388092,False,32.47284164
1993-10-29,46.84375,26.31388092,False,32.47284164
1993-11-01,46.96875,26.38410187,False,32.55949631
1993-11-02,46.9375,26.3665638,False,32.53784466
1993-11-03,46.34375,26.03302765,False,32.12624435
1993-11-04,45.84375,25.75215721,False,31.77963505
1993-11-05,46.0625,25.87503052,False,31.93127136
1993-11-08,46.125,25.91014099,False,31.97459869
1993-11-09,46.15625,25.92769051,False,31.99625835
1993-11-10,46.5,26.12079239,False,32.23455467
1993-11-11,46.375,26.05058861,False,32.14791203
1993-11-12,46.59375,26.17345238,False,32.29954166
1993-11-15,46.5625,26.15590286,False,32.277882
1993-11-16,46.78125,26.27877426,False,32.42951698
1993-11-17,46.53125,26.13835144,False,32.25622101
1993-11-18,46.40625,26.06813431,False,32.16956902
1993-11-19,46.3125,26.01547432,False,32.10458202
1993-11-22,46.03125,25.85747337,False,31.90960636
1993-11-23,46.28125,25.9979229,False,32.08292103
1993-11-24,46.46875,26.10325623,False,32.21290436
1993-11-26,46.5,26.12079239,False,32.23455467
1993-11-29,46.3125,26.01547432,False,32.10458202
1993-11-30,46.34375,26.03302765,False,32.12624435
1993-12-01,46.40625,26.06813431,False,32.16956902
1993-12-02,46.53125,26.13835144,False,32.25622101
1993-12-03,46.71875,26.24367714,False,32.386199
1993-12-06,46.875,26.33144379,False,32.49451065
1993-12-07,46.84375,26.31388092,False,32.47284164
1993-12-08,46.84375,26.31388092,False,32.47284164
1993-12-09,46.6875,26.22611046,False,32.36452732
1993-12-10,46.59375,26.17345238,False,32.29954166
1993-12-13,46.875,26.33144379,False,32.49451065
1993-12-14,46.53125,26.13835144,False,32.25622101
1993-12-15,46.46875,26.10325623,False,32.21290436
1993-12-16,46.625,26.19100189,False,32.32120132
1993-12-17,46.5625,26.33494568,False,32.40321198
1993-12-20,46.625,26.37031174,False,32.44671822
1993-12-21,46.46875,26.28192139,False,32.33796997
1993-12-22,46.78125,26.45867157,False,32.5554451
1993-12-23,46.75,26.44099808,False,32.53369865
1993-12-27,47.0,26.58239555,False,32.70767689
1993-12-28,47.09375,26.63541412,False,32.77291489
1993-12-29,47.03125,26.60005951,False,32.72941666
1993-12-30,46.84375,26.49401665,False,32.59893665
1993-12-31,46.59375,26.35262108,False,32.42495975
1994-01-03,46.46875,26.28192139,False,32.33796997
1994-01-04,46.65625,26.38798141,False,32.46846199
1994-01-05,46.75,26.44099808,False,32.53369865
1994-01-06,46.75,26.44099808,False,32.53369865
1994-01-07,47.03125,26.60005951,False,32.72941666
1994-01-10,47.59375,26.9182148,False,33.12087536
1994-01-11,47.5,26.86517334,False,33.05562134
1994-01-12,47.34375,26.77680969,False,32.94689178
1994-01-13,47.21875,26.70612144,False,32.85991001
1994-01-14,47.40625,26.81215286,False,32.990382
1994-01-17,47.40625,26.81215286,False,32.990382
1994-01-18,47.46875,26.84749603,False,33.03387222
1994-01-19,47.34375,26.77680969,False,32.94689178
1994-01-20,47.46875,26.84749603,False,33.03387222
1994-01-21,47.375,26.79448318,False,32.96863823
1994-01-24,47.1875,26.68843651,False,32.83815556
1994-01-25,47.1875,26.68843651,False,32.83815556
1994-01-26,47.3125,26.75914192,False,32.92514935
1994-01-27,47.75,27.00657463,False,33.22960224
1994-01-28,47.875,27.07728004,False,33.31659603
1994-01-31,48.21875,27.27168655,False,33.55580559
1994-02-01,47.96875,27.13028908,False,33.38182735
1994-02-02,48.28125,27.30704689,False,33.59930782
1994-02-03,48.0625,27.18333054,False,33.44708138
1994-02-04,46.96875,26.56470871,False,32.6859211
1994-02-07,47.1875,26.68843651,False,32.83815556
1994-02-08,47.21875,26.70612144,False,32.85991001
1994-02-09,47.40625,26.81215286,False,32.990382
1994-02-10,47.0,26.58239555,False,32.70767689
1994-02-11,47.15625,26.67077637,False,32.81641846
1994-02-14,47.21875,26.70612144,False,32.85991001
1994-02-15,47.46875,26.84749603,False,33.03387222
1994-02-16,47.4375,26.82983589,False,33.01213512
1994-02-17,47.15625,26.67077637,False,32.81641846
1994-02-18,46.875,26.51169205,False,32.62068443
1994-02-22,47.34375,26.77680969,False,32.94689178
1994-02-23,47.21875,26.70612144,False,32.85991001
1994-02-24,46.59375,26.35262108,False,32.42495975
1994-02-25,46.8125,26.47635841,False,32.57720089
1994-02-28,46.8125,26.47635841,False,32.57720089
1994-03-01,46.625,26.37031174,False,32.44671822
1994-03-02,46.6875,26.40564728,False,32.49020309
1994-03-03,46.5625,26.33494568,False,32.40321198
1994-03-04,46.6875,26.40564728,False,32.49020309
1994-03-07,46.9375,26.54704475,False,32.66418133
1994-03-08,46.75,26.44099808,False,32.53369865
1994-03-09,46.96875,26.56470871,False,32.6859211
1994-03-10,46.59375,26.35262108,False,32.42495975
1994-03-11,46.84375,26.49401665,False,32.59893665
1994-03-14,46.90625,26.52937126,False,32.64243488
1994-03-15,46.875,26.51169205,False,32.62068443
1994-03-16,47.25,26.72379112,False,32.88165379
1994-03-17,47.25,26.72379112,False,32.88165379
1994-03-18,46.96875,26.71795273,False,32.79319191
1994-03-21,46.84375,26.64684868,False,32.70591908
1994-03-22,46.96875,26.71795273,False,32.79319191
1994-03-23,46.9375,26.70017052,False,32.77136936
1994-03-24,46.375,26.38020325,False,32.37864227
1994-03-25,45.9375,26.13133812,False,32.07318668
1994-03-28,46.0,26.1668911,False,32.11682377
1994-03-29,45.09375,25.65137291,False,31.48408604
1994-03-30,44.46875,25.29583168,False,31.04770718
1994-03-31,44.59375,25.36696053,False,31.13499737
1994-04-04,43.90625,24.97585869,False,30.65497608
1994-04-05,44.8125,25.49139214,False,31.28772449
1994-04-06,44.8125,25.49139214,False,31.28772449
1994-04-07,45.03125,25.61582375,False,31.44045162
1994-04-08,44.6875,25.42027855,False,31.20044498
1994-04-11,44.875,25.52693558,False,31.3313549
1994-04-12,44.8125,25.49139214,False,31.28772449
1994-04-13,44.578125,25.35806656,False,31.12408409
1994-04-14,44.59375,25.36696053,False,31.13499737
1994-04-15,44.59375,25.36696053,False,31.13499737
1994-04-18,44.296875,25.1980896,False,30.92772522
1994-04-19,44.359375,25.2336235,False,30.97134895
1994-04-20,44.3125,25.20696259,False,30.93862381
1994-04-21,44.90625,25.54471779,False,31.35317745
1994-04-22,44.859375,25.51805496,False,31.32045097
1994-04-25,45.328125,25.78469276,False,31.64772243
1994-04-26,45.28125,25.75802231,False,31.61499062
1994-04-28,44.953125,25.57138252,False,31.38590527
1994-04-29,45.09375,25.65137291,False,31.48408604
1994-05-02,45.375,25.81136703,False,31.68045692
1994-05-03,45.328125,25.78469276,False,31.64772243
1994-05-04,45.25,25.74023247,False,31.59316273
1994-05-05,45.1875,25.70470428,False,31.549543
1994-05-06,44.75,25.45582962,False,31.24408073
1994-05-09,44.359375,25.2336235,False,30.97134895
1994-05-10,44.703125,25.42918015,False,31.2113636
1994-05-11,44.296875,25.1980896,False,30.92772522
1994-05-12,44.515625,25.32251358,False,31.08044701
1994-05-13,44.515625,25.32251358,False,31.08044701
1994-05-16,44.53125,25.33140182,False,31.09135628
1994-05-17,45.1875,25.70470428,False,31.549543
1994-05-18,45.515625,25.89135551,False,31.77863636
1994-05-19,45.734375,26.0157795,False,31.93135815
1994-05-20,45.5625,25.91802788,False,31.81136951
1994-05-23,45.484375,25.8735733,False,31.75681381
1994-05-24,45.671875,25.98023796,False,31.88772907
1994-05-25,45.796875,26.0513401,False,31.97500057
1994-05-26,45.828125,26.06911659,False,31.99681911
1994-05-27,45.875,26.09579086,False,32.0295536
1994-05-31,45.8125,26.06023026,False,31.98591118
1994-06-01,46.015625,26.17579079,False,32.12774105
1994-06-02,45.96875,26.14912605,False,32.09501324
1994-06-03,46.234375,26.30021667,False,32.28046417
1994-06-06,46.21875,26.29131889,False,32.26954823
1994-06-07,46.15625,26.25577545,False,32.22591782
1994-06-08,45.78125,26.04245758,False,31.96409531
1994-06-09,46.03125,26.18466377,False,32.13863964
1994-06-10,46.109375,26.22911453,False,32.19319267
1994-06-13,46.171875,26.26464653,False,32.23681507
1994-06-14,46.53125,26.46908569,False,32.48773499
1994-06-15,46.34375,26.36243057,False,32.3568264
1994-06-16,46.4375,26.41576004,False,32.42228203
1994-06-17,45.875,26.26831818,False,32.15032272
1994-06-20,45.484375,26.04462814,False,31.8765522
1994-06-21,45.09375,25.82095909,False,31.60279636
1994-06-22,45.265625,25.91936684,False,31.72324429
1994-06-23,45.0,25.7672863,False,31.53710041
1994-06-24,44.0625,25.23047256,False,30.8800808
1994-06-27,44.828125,25.66886902,False,31.41664581
1994-06-28,44.609375,25.5436058,False,31.26333656
1994-06-29,44.75,25.62412453,False,31.36188717
1994-06-30,44.46875,25.46306419,False,31.16476994
1994-07-01,44.5625,25.51677322,False,31.23049126
1994-07-05,44.796875,25.65096283,False,31.39473648
1994-07-06,44.734375,25.61518288,False,31.35094051
1994-07-07,44.921875,25.72254753,False,31.48234577
1994-07-08,44.90625,25.71360588,False,31.47139912
1994-07-11,44.75,25.62412453,False,31.36188717
1994-07-12,44.8125,25.65992546,False,31.40569782
1994-07-13,44.890625,25.70466995,False,31.46045647
1994-07-14,45.375,25.98201752,False,31.79991226
1994-07-15,45.390625,25.99095917,False,31.81085892
1994-07-18,45.46875,26.03567123,False,31.86559486
1994-07-19,45.375,25.98201752,False,31.79991226
1994-07-20,45.171875,25.86569595,False,31.65754967
1994-07-21,45.265625,25.91936684,False,31.72324429
1994-07-22,45.34375,25.96411133,False,31.77800293
1994-07-25,45.40625,25.9998951,False,31.82180157
1994-07-26,45.359375,25.97306061,False,31.78895493
1994-07-27,45.359375,25.97306061,False,31.78895493
1994-07-28,45.453125,26.02673721,False,31.85465355
1994-07-29,45.90625,26.28620529,False,32.1722187
1994-08-01,46.125,26.41147232,False,32.32553062
1994-08-02,46.1875,26.44725227,False,32.36932659
1994-08-03,46.203125,26.45620918,False,32.38028393
1994-08-04,45.9375,26.30409622,False,32.19411736
1994-08-05,45.78125,26.21463013,False,32.08461609
1994-08-08,45.890625,26.27724838,False,32.16126137
1994-08-09,45.96875,26.3219986,False,32.21602402
1994-08-10,46.140625,26.42041779,False,32.33647995
1994-08-11,45.96875,26.3219986,False,32.21602402
1994-08-12,46.328125,26.52777672,False,32.4678812
1994-08-15,46.3125,26.51882744,False,32.45692921
1994-08-16,46.640625,26.70671654,False,32.68688908
1994-08-17,46.609375,26.68881416,False,32.66498241
1994-08-18,46.453125,26.59934044,False,32.55547581
1994-08-19,46.421875,26.58146286,False,32.5335865
1994-08-22,46.375,26.55461502,False,32.50073051
1994-08-23,46.640625,26.70671654,False,32.68688908
1994-08-24,47.140625,26.9930191,False,33.03730087
1994-08-25,47.015625,26.92143059,False,32.94968891
1994-08-26,47.6875,27.30615997,False,33.42056198
1994-08-29,47.65625,27.28826714,False,33.39866199
1994-08-30,47.78125,27.35984421,False,33.48626595
1994-08-31,47.65625,27.28826714,False,33.39866199
1994-09-01,47.5,27.19880295,False,33.28916206
1994-09-02,47.296875,27.08250237,False,33.14681416
1994-09-06,47.3125,27.09144783,False,33.15776348
1994-09-07,47.265625,27.06458855,False,33.12489948
1994-09-08,47.5,27.19880295,False,33.28916206
1994-09-09,47.0,26.91249847,False,32.93874893
1994-09-12,46.859375,26.83195877,False,32.84018364
1994-09-13,47.0,26.91249847,False,32.93874893
1994-09-14,47.046875,26.93933296,False,32.97159557
1994-09-15,47.640625,27.2793045,False,33.38770065
1994-09-16,47.015625,27.08517075,False,33.06430702
1994-09-19,47.0625,27.11218834,False,33.09728184
1994-09-20,46.171875,26.5990963,False,32.47092991
1994-09-21,46.171875,26.5990963,False,32.47092991
1994-09-22,46.0625,26.53610802,False,32.39402561
1994-09-23,45.90625,26.44607925,False,32.28413048
1994-09-26,46.140625,26.58111191,False,32.44896584
1994-09-27,46.109375,26.56311417,False,32.42699242
1994-09-28,46.46875,26.77012253,False,32.67971077
1994-09-29,46.234375,26.63511276,False,32.51489143
1994-09-30,46.171875,26.5990963,False,32.47092991
1994-10-03,46.0625,26.53610802,False,32.39402561
1994-10-04,45.375,26.14004326,False,31.91053028
1994-10-05,45.390625,26.14904022,False,31.92151566
1994-10-06,45.25,26.06800461,False,31.82260323
1994-10-07,45.453125,26.18503761,False,31.96546383
1994-10-10,45.9375,26.46408653,False,32.30611057
1994-10-11,46.625,26.86014938,False,32.78960457
1994-10-12,46.6875,26.89614677,False,32.83355274
1994-10-13,46.84375,26.98616028,False,32.94343719
1994-10-14,47.046875,27.10318565,False,33.08629246
1994-10-17,46.953125,27.04917145,False,33.02035751
1994-10-18,46.84375,26.98616028,False,32.94343719
1994-10-19,47.0625,27.11218834,False,33.09728184
1994-10-20,46.75,26.93215942,False,32.8775116
1994-10-21,46.5625,26.82413673,False,32.74564571
1994-10-24,46.171875,26.5990963,False,32.47092991
1994-10-25,46.21875,26.62610626,False,32.50389938
1994-10-26,46.390625,26.72511673,False,32.62476921
1994-10-27,46.671875,26.88714409,False,32.82256336
1994-10-28,47.65625,27.45423317,False,33.51483822
1994-10-31,47.484375,27.35520935,False,33.39395905
1994-11-01,46.953125,27.04917145,False,33.02035751
1994-11-02,46.6875,26.89614677,False,32.83355274
1994-11-03,46.9375,27.04016685,False,33.0093668
1994-11-04,46.328125,26.68911743,False,32.5808197
1994-11-07,46.46875,26.77012253,False,32.67971077
1994-11-08,46.828125,26.97716331,False,32.93245182
1994-11-09,46.90625,27.02216339,False,32.98738937
1994-11-10,46.578125,26.83312607,False,32.75662575
1994-11-11,46.40625,26.73412323,False,32.63576126
1994-11-14,46.84375,26.98616028,False,32.94343719
1994-11-15,46.6875,26.89614677,False,32.83355274
1994-11-16,46.84375,26.98616028,False,32.94343719
1994-11-17,46.53125,26.80612564,False,32.72366295
1994-11-18,46.46875,26.77012253,False,32.67971077
1994-11-21,46.0,26.50008965,False,32.35006275
1994-11-22,45.0,25.92400742,False,31.64680519
1994-11-23,45.25,26.06800461,False,31.82260323
1994-11-25,45.46875,26.19402885,False,31.9764452
1994-11-28,45.671875,26.31105995,False,32.11930447
1994-11-29,45.65625,26.30205917,False,32.10831642
1994-11-30,45.59375,26.26605415,False,32.06436291
1994-12-01,45.140625,26.00502014,False,31.7457016
1994-12-02,45.5625,26.24806213,False,32.04239349
1994-12-05,45.609375,26.27506065,False,32.07535496
1994-12-06,45.640625,26.2930603,False,32.09732971
1994-12-07,45.3125,26.10401917,False,31.86656342
1994-12-08,44.875,25.85198021,False,31.55888615
1994-12-09,45.046875,25.95099258,False,31.67975731
1994-12-12,45.34375,26.12203026,False,31.88854618
1994-12-13,45.515625,26.22104454,False,32.00941868
1994-12-14,45.75,26.35607147,False,32.17425003
1994-12-15,45.890625,26.43706703,False,32.27313442
1994-12-16,45.75,26.56620979,False,32.32134686
1994-12-19,45.8125,26.60250664,False,32.36550465
1994-12-20,45.671875,26.52084351,False,32.26615295
1994-12-21,46.15625,26.80211067,False,32.60835247
1994-12-22,46.015625,26.72045708,False,32.50900745
1994-12-23,46.0625,26.74767876,False,32.54212513
1994-12-27,46.3125,26.89285278,False,32.71874695
1994-12-28,46.078125,26.75675392,False,32.55316525
1994-12-29,46.109375,26.77490616,False,32.57524681
1994-12-30,45.5625,26.45733643,False,32.1888855
1995-01-03,45.78125,26.58436394,False,32.34342976
1995-01-04,46.0,26.71137428,False,32.497962
1995-01-05,46.0,26.71137428,False,32.497962
1995-01-06,46.046875,26.73859787,False,32.53108101
1995-01-09,46.09375,26.76581573,False,32.56419601
1995-01-10,46.140625,26.79305458,False,32.59732571
1995-01-11,46.171875,26.81118011,False,32.61938858
1995-01-12,46.1875,26.82025719,False,32.63043003
1995-01-13,46.734375,27.13780975,False,33.01677933
1995-01-16,47.015625,27.3011322,False,33.21548004
1995-01-17,47.03125,27.31020546,False,33.22651882
1995-01-18,46.984375,27.28297615,False,33.19339581
1995-01-19,46.71875,27.12874985,False,33.00574989
1995-01-20,46.546875,27.02892685,False,32.88431129
1995-01-23,46.6875,27.11058617,False,32.98366032
1995-01-24,46.75,27.14689255,False,33.02782478
1995-01-25,46.875,27.21946526,False,33.11612568
1995-01-26,46.921875,27.24669647,False,33.14925003
1995-01-27,47.109375,27.35556602,False,33.28170872
1995-01-30,46.90625,27.23761177,False,33.13820324
1995-01-31,47.09375,27.34649086,False,33.2706686
1995-02-01,47.078125,27.33742332,False,33.25963383
1995-02-02,47.359375,27.50073814,False,33.4583292
1995-02-03,48.03125,27.89089012,False,33.93299809
1995-02-06,48.234375,28.00883865,False,34.07649956
1995-02-07,48.296875,28.04513168,False,34.12065468
1995-02-08,48.296875,28.04513168,False,34.12065468
1995-02-09,48.296875,28.04513168,False,34.12065468
1995-02-10,48.359375,28.08141518,False,34.16480312
1995-02-13,48.375,28.09051323,False,34.17585926
1995-02-14,48.4375,28.12679672,False,34.22000771
1995-02-15,48.703125,28.28103447,False,34.40766163
1995-02-16,48.640625,28.24474716,False,34.36351051
1995-02-17,48.453125,28.13586044,False,34.23103981
1995-02-21,48.4375,28.12679672,False,34.22000771
1995-02-22,48.796875,28.33548164,False,34.47389965
1995-02-23,48.875,28.38082123,False,34.52907486
1995-02-24,49.0,28.45343018,False,34.61740112
1995-02-27,48.609375,28.2265892,False,34.34142494
1995-02-28,49.015625,28.46250534,False,34.62844124
1995-03-01,48.703125,28.28103447,False,34.40766163
1995-03-02,48.765625,28.31732559,False,34.45181541
1995-03-03,48.78125,28.32639885,False,34.46285419
1995-03-06,48.8125,28.34455109,False,34.48493576
1995-03-07,48.4375,28.12679672,False,34.22000771
1995-03-08,48.5625,28.19938469,False,34.30831928
1995-03-09,48.546875,28.19030952,False,34.29727917
1995-03-10,49.265625,28.60766602,False,34.80505371
1995-03-13,49.21875,28.58045006,False,34.77194004
1995-03-14,49.578125,28.78915596,False,35.02584667
1995-03-15,49.484375,28.7346859,False,34.95959263
1995-03-16,49.78125,28.90709496,False,35.16934147
1995-03-17,49.5625,28.9358387,False,35.12383709
1995-03-20,49.5625,28.9358387,False,35.12383709
1995-03-21,49.4375,28.86286926,False,35.03525848
