DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
1959-07-02,6093.75144,19000300,1824.997678,19000600,,
1959-07-06,6004.698705,19000300,1813.043545,19000600,,
1959-07-07,6023.781434,19000300,1823.005322,19000600,,
1959-07-08,5972.894157,19000300,1809.058834,19000600,,
1959-07-09,6017.420524,19000300,1819.020611,19000600,,
1959-07-10,6055.585982,19000300,1834.959456,19000600,,
1959-07-13,6011.059615,19000300,1813.043545,19000600,,
1959-07-14,6093.75144,19000300,1838.944167,19000600,,
1959-07-15,6074.668711,19000300,1826.990033,19000600,,
1959-07-16,6074.668711,19000300,1826.990033,19000600,,
1959-07-17,6081.029621,19000300,1828.982389,19000600,,
1959-07-20,6049.225072,19000300,1832.9671,19000600,,
1959-07-21,6068.307801,19000300,1826.990033,19000600,,
1959-07-22,6087.39053,19000300,1819.020611,19000600,,
1959-07-23,6081.029621,19000300,1801.089411,19000600,,
1959-07-24,6138.277807,19000300,1817.028256,19000600,,
1959-07-27,6087.39053,19000300,1813.043545,19000600,,
1959-07-28,6042.864163,19000300,1805.074123,19000600,,
1959-07-29,6074.668711,19000300,1805.074123,19000600,,
1959-07-30,6074.668711,19000300,1807.066478,19000600,,
1959-07-31,6100.11235,19000300,1813.043545,19000600,,
1959-08-03,6100.11235,19000300,1803.081767,19000600,,
1959-08-04,6131.916898,19000300,1805.074123,19000600,,
1959-08-05,6138.277807,19000300,1807.066478,19000600,,
1959-08-06,6112.834169,19000300,1793.119989,19000600,,
1959-08-07,6049.225072,19000300,1789.135278,19000600,,
1959-08-10,6042.864163,19000300,1787.142923,19000600,,
1959-08-11,6049.225072,19000300,1787.142923,19000600,,
1959-08-12,6049.225072,19000300,1783.158212,19000600,,
1959-08-13,6074.668711,19000300,1787.142923,19000600,,
1959-08-14,6112.834169,19000300,1793.119989,19000600,,
1959-08-17,6081.029621,19000300,1785.150567,19000600,,
1959-08-18,6100.11235,19000300,1785.150567,19000600,,
1959-08-19,6093.75144,19000300,1785.150567,19000600,,
1959-08-20,6093.75144,19000300,1787.142923,19000600,,
1959-08-21,6049.225072,19000300,1793.119989,19000600,,
1959-08-24,6030.142343,19000300,1789.135278,19000600,,
1959-08-25,6023.781434,19000300,1793.119989,19000600,,
1959-08-26,5966.533247,19000300,1789.135278,19000600,,
1959-08-27,5953.811428,19000300,1785.150567,19000600,,
1959-08-28,5941.089608,19000300,1781.165856,19000600,,
1959-08-31,5998.337795,19000300,1785.150567,19000600,,
1959-09-01,6042.864163,19000300,1785.150567,19000600,,
1959-09-02,6055.585982,19000300,1789.135278,19000600,,
1959-09-03,6049.225072,19000300,1791.127634,19000600,,
1959-09-04,6036.503253,19000300,1789.135278,19000600,,
1959-09-08,5960.172337,19000300,1783.158212,19000600,,
1959-09-09,5979.255066,19000300,1773.196434,19000600,,
1959-09-10,5985.615976,19000300,1773.196434,19000600,,
1959-09-11,5934.728699,19000300,1761.242301,19000600,,
1959-09-14,5832.954144,19000300,1755.265234,19000600,,
1959-09-15,5769.345048,19000300,1751.280523,19000600,,
1959-09-16,5820.232325,19000300,1753.272878,19000600,,
1959-09-17,5832.954144,19000300,1751.280523,19000600,,
1959-09-18,5839.315054,19000300,1749.288167,19000600,,
1959-09-21,5750.262319,19000300,1741.318745,19000600,,
1960-01-05,5877.480512,19000300,1767.219367,19000600,,
