DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
1995-06-19,1.516,19000600,1.6939,19000300,,
1995-06-20,1.5051,19000600,1.6825,19000300,,
1995-06-21,1.4974,19000600,1.6757,19000300,,
1995-06-22,1.5149,19000600,1.6939,19000300,,
1995-06-23,1.5138,19000600,1.6917,19000300,,
1995-06-26,1.5138,19000600,1.6951,19000300,,
1995-06-27,1.5314,19000600,1.7019,19000300,,
1995-06-28,1.5281,19000600,1.7025,19000300,,
1995-06-29,1.5358,19000600,1.7133,19000300,,
1995-06-30,1.5358,19000600,1.7145,19000300,,
1995-07-03,1.538,19000600,1.715,19000300,,
1995-07-05,1.5358,19000600,1.7122,19000300,,
1995-07-06,1.5445,19000600,1.7202,19000300,,
1995-07-07,1.5796,19000600,1.7487,19000300,,
1995-07-10,1.5851,19000600,1.7612,19000300,,
1995-07-11,1.5818,19000600,1.7555,19000300,,
1995-07-12,1.5928,19000600,1.7726,19000300,,
1995-07-13,1.6071,19000600,1.7851,19000300,,
1995-07-14,1.6213,19000600,1.7965,19000300,,
1995-07-17,1.6257,19000600,1.8079,19000300,,
1995-07-18,1.6126,19000600,1.7897,19000300,,
1995-07-19,1.6038,19000600,1.7783,19000300,,
1995-07-20,1.5851,19000600,1.7601,19000300,,
1995-07-21,1.6016,19000600,1.7806,19000300,,
1995-07-24,1.5917,19000600,1.7692,19000300,,
1995-07-25,1.6038,19000600,1.7794,19000300,,
1995-07-26,1.6032,19000600,1.7806,19000300,,
1995-07-27,1.6098,19000600,1.7886,19000300,,
1995-07-28,1.6115,19000600,1.7914,19000300,,
1995-07-31,1.6142,19000600,1.7943,19000300,,
1995-08-01,1.6104,19000600,1.7908,19000300,,
1995-08-02,1.6213,19000600,1.7994,19000300,,
1995-08-03,1.6252,19000600,1.7977,19000300,,
1995-08-04,1.6235,19000600,1.7977,19000300,,
1995-08-07,1.6224,19000600,1.7965,19000300,,
1995-08-08,1.6263,19000600,1.7988,19000300,,
1995-08-09,1.6279,19000600,1.8025,19000300,,
1995-08-10,1.629,19000600,1.8022,19000300,,
1995-08-11,1.6257,19000600,1.8034,19000300,,
1995-08-14,1.6263,19000600,1.8068,19000300,,
1995-08-15,1.6279,19000600,1.8068,19000300,,
1995-08-16,1.6257,19000600,1.8011,19000300,,
1995-08-17,1.6213,19000600,1.7977,19000300,,
1995-08-18,1.6148,19000600,1.7886,19000300,,
1995-08-21,1.6246,19000600,1.7988,19000300,,
1995-08-22,1.6115,19000600,1.784,19000300,,
1995-08-23,1.5972,19000600,1.7749,19000300,,
1995-08-24,1.5972,19000600,1.7732,19000300,,
1995-08-25,1.6021,19000600,1.7737,19000300,,
1995-08-28,1.6038,19000600,1.78,19000300,,
1995-08-29,1.6063,19000600,1.784,19000300,,
1995-08-30,1.6148,19000600,1.7931,19000300,,
1995-08-31,1.6268,19000600,1.8028,19000300,,
1995-09-01,1.6213,19000600,1.7988,19000300,,
1995-09-05,1.6389,19000600,1.8125,19000300,,
1995-09-06,1.6372,19000600,1.8085,19000300,,
1995-09-07,1.64,19000600,1.8082,19000300,,
1995-09-08,1.6345,19000600,1.8022,19000300,,
1995-09-11,1.6334,19000600,1.8022,19000300,,
1995-09-12,1.6389,19000600,1.8091,19000300,,
1995-09-13,1.6356,19000600,1.8091,19000300,,
1995-09-14,1.6378,19000600,1.8148,19000300,,
1995-09-15,1.6389,19000600,1.8171,19000300,,
1995-09-18,1.64,19000600,1.8193,19000300,,
1995-09-19,1.6411,19000600,1.8199,19000300,,
1995-09-20,1.6359,19000600,1.8169,19000300,,
1995-09-21,1.6353,19000600,1.8145,19000300,,
1995-09-22,1.6272,19000600,1.8066,19000300,,
1995-09-25,1.6202,19000600,1.795,19000300,,
1995-09-26,1.6202,19000600,1.795,19000300,,
1995-09-27,1.5924,19000600,1.7731,19000300,,
1995-09-28,1.6144,19000600,1.7986,19000300,,
1995-09-29,1.6179,19000600,1.7999,19000300,,
1995-10-02,1.5947,19000600,1.778,19000300,,
1995-10-03,1.5622,19000600,1.7433,19000300,,
1995-10-04,1.5511,19000600,1.7366,19000300,,
1995-10-05,1.5552,19000600,1.7542,19000300,,
1995-10-06,1.561,19000600,1.7545,19000300,,
1995-10-09,1.5668,19000600,1.756,19000300,,
1995-10-10,1.4971,19000600,1.6952,19000300,,
1995-10-11,1.4983,19000600,1.6903,19000300,,
1995-10-12,1.5145,19000600,1.7092,19000300,,
1995-10-13,1.4936,19000600,1.6842,19000300,,
1995-10-16,1.4948,19000600,1.6897,19000300,,
1995-10-17,1.4925,19000600,1.6928,19000300,,
1995-10-18,1.5157,19000600,1.7177,19000300,,
1995-10-19,1.5238,19000600,1.7268,19000300,,
1995-10-20,1.5378,19000600,1.7402,19000300,,
1995-10-23,1.5064,19000600,1.7068,19000300,,
1995-10-24,1.5099,19000600,1.7104,19000300,,
1995-10-25,1.5006,19000600,1.7013,19000300,,
1995-10-26,1.3473,19000600,1.5455,19000300,,
1995-10-27,1.3775,19000600,1.5985,19000300,,
1995-10-30,1.4576,19000600,1.6678,19000300,,
1995-10-31,1.4193,19000600,1.6258,19000300,,
1995-11-01,1.3763,19000600,1.582,19000300,,
1995-11-02,1.3833,19000600,1.5893,19000300,,
1995-11-03,1.345,19000600,1.5516,19000300,,
1995-11-06,1.3415,19000600,1.548,19000300,,
1995-11-07,1.3287,19000600,1.5407,19000300,,
1995-11-08,1.2706,19000600,1.4737,19000300,,
1995-11-09,1.2718,19000600,1.4786,19000300,,
1995-11-10,1.295,19000600,1.5151,19000300,,
1995-11-13,1.2323,19000600,1.4615,19000300,,
1995-11-14,1.2091,19000600,1.4311,19000300,,
1995-11-15,1.2224,19000600,1.4518,19000300,,
1995-11-16,1.2834,19000600,1.5029,19000300,,
1995-11-17,1.3008,19000600,1.5181,19000300,,
1995-11-20,1.295,19000600,1.5151,19000300,,
1995-11-21,1.3066,19000600,1.5163,19000300,,
1995-11-22,1.3148,19000600,1.5236,19000300,,
1995-11-24,1.3392,19000600,1.5455,19000300,,
1995-11-27,1.3368,19000600,1.5431,19000300,,
1995-11-28,1.3426,19000600,1.5568,19000300,,
1995-11-29,1.3926,19000600,1.5991,19000300,,
1995-11-30,1.381,19000600,1.5845,19000300,,
1995-12-01,1.3787,19000600,1.5814,19000300,,
1995-12-04,1.3752,19000600,1.5784,19000300,,
1995-12-05,1.3566,19000600,1.565,19000300,,
1995-12-06,1.3624,19000600,1.5668,19000300,,
1995-12-07,1.3589,19000600,1.5626,19000300,,
1995-12-08,1.3485,19000600,1.5528,19000300,,
1995-12-11,1.3531,19000600,1.5601,19000300,,
1995-12-12,1.3566,19000600,1.5638,19000300,,
1995-12-13,1.3426,19000600,1.554,19000300,,
1995-12-14,1.3438,19000600,1.5577,19000300,,
1995-12-15,1.3531,19000600,1.5662,19000300,,
1995-12-18,1.3543,19000600,1.5723,19000300,,
1995-12-19,1.3818,19000600,1.604,19000300,,
1995-12-20,1.4019,19000600,1.6276,19000300,,
1995-12-21,1.3956,19000600,1.6208,19000300,,
1995-12-22,1.3981,19000600,1.6262,19000300,,
1995-12-26,1.4131,19000600,1.6316,19000300,,
1995-12-27,1.3994,19000600,1.6283,19000300,,
1995-12-28,1.3969,19000600,1.6208,19000300,,
1995-12-29,1.3931,19000600,1.6154,19000300,,
1996-01-02,1.4094,19000600,1.6397,19000300,,
1996-01-03,1.4282,19000600,1.6586,19000300,,
1996-01-04,1.4357,19000600,1.6653,19000300,,
1996-01-05,1.4344,19000600,1.6653,19000300,,
1996-01-08,1.442,19000600,1.6761,19000300,,
1996-01-09,1.4532,19000600,1.6842,19000300,,
1996-01-10,1.4495,19000600,1.6815,19000300,,
1996-01-11,1.4545,19000600,1.6883,19000300,,
1996-01-12,1.4595,19000600,1.695,19000300,,
1996-01-15,1.4545,19000600,1.6883,19000300,,
1996-01-16,1.4532,19000600,1.6883,19000300,,
1996-01-17,1.4645,19000600,1.7004,19000300,,
1996-01-18,1.4808,19000600,1.7193,19000300,,
1996-01-19,1.4908,19000600,1.7274,19000300,,
1996-01-22,1.5109,19000600,1.7476,19000300,,
1996-01-23,1.4896,19000600,1.728,19000300,,
1996-01-24,1.4996,19000600,1.7381,19000300,,
1996-01-25,1.5046,19000600,1.7435,19000300,,
1996-01-26,1.4958,19000600,1.7368,19000300,,
1996-01-29,1.5071,19000600,1.7503,19000300,,
1996-01-30,1.5052,19000600,1.7496,19000300,,
1996-01-31,1.5065,19000600,1.755,19000300,,
1996-02-01,1.504,19000600,1.7523,19000300,,
1996-02-02,1.5084,19000600,1.7557,19000300,,
1996-02-05,1.5096,19000600,1.7584,19000300,,
1996-02-06,1.5008,19000600,1.7469,19000300,,
1996-02-07,1.4983,19000600,1.7435,19000300,,
1996-02-08,1.4983,19000600,1.7449,19000300,,
1996-02-09,1.4971,19000600,1.7435,19000300,,
1996-02-12,1.4858,19000600,1.7334,19000300,,
1996-02-13,1.4795,19000600,1.7301,19000300,,
1996-02-14,1.4908,19000600,1.7408,19000300,,
1996-02-15,1.4902,19000600,1.7395,19000300,,
1996-02-16,1.4914,19000600,1.7419,19000300,,
1996-02-20,1.4883,19000600,1.7395,19000300,,
1996-02-21,1.4921,19000600,1.7435,19000300,,
1996-02-22,1.4996,19000600,1.7489,19000300,,
1996-02-23,1.5021,19000600,1.7516,19000300,,
1996-02-26,1.5008,19000600,1.7516,19000300,,
1996-02-27,1.4958,19000600,1.7476,19000300,,
1996-02-28,1.4908,19000600,1.7422,19000300,,
1996-02-29,1.4871,19000600,1.7435,19000300,,
1996-03-01,1.4983,19000600,1.7557,19000300,,
1996-03-04,1.499,19000600,1.7564,19000300,,
1996-03-05,1.4927,19000600,1.7537,19000300,,
1996-03-06,1.4921,19000600,1.7564,19000300,,
1996-03-07,1.4983,19000600,1.7641,19000300,,
1996-03-08,1.4921,19000600,1.7597,19000300,,
1996-03-11,1.4927,19000600,1.7617,19000300,,
1996-03-12,1.4946,19000600,1.7611,19000300,,
1996-03-13,1.4996,19000600,1.7705,19000300,,
1996-03-14,1.5033,19000600,1.7786,19000300,,
1996-03-15,1.5052,19000600,1.7793,19000300,,
1996-03-18,1.519,19000600,1.7867,19000300,,
1996-03-19,1.5231,19000600,1.7941,19000300,,
1996-03-20,1.5197,19000600,1.7926,19000300,,
1996-03-21,1.5244,19000600,1.7981,19000300,,
1996-03-22,1.5305,19000600,1.7977,19000300,,
1996-03-25,1.5325,19000600,1.8014,19000300,,
1996-03-26,1.5372,19000600,1.8062,19000300,,
1996-03-27,1.5392,19000600,1.8103,19000300,,
1996-03-28,1.548,19000600,1.8169,19000300,,
1996-03-29,1.5551,19000600,1.8276,19000300,,
1996-04-01,1.5632,19000600,1.8338,19000300,,
1996-04-02,1.5629,19000600,1.8361,19000300,,
1996-04-03,1.5608,19000600,1.8338,19000300,,
1996-04-04,1.5642,19000600,1.8375,19000300,,
1996-04-05,1.5629,19000600,1.8375,19000300,,
1996-04-08,1.5477,19000600,1.8224,19000300,,
