DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
1959-07-02,119.75,19000300,114.5,19000600,,
1959-07-06,118.0,19000300,113.75,19000600,,
1959-07-07,118.375,19000300,114.375,19000600,,
1959-07-08,117.375,19000300,113.5,19000600,,
1959-07-09,118.25,19000300,114.125,19000600,,
1959-07-10,119.0,19000300,115.125,19000600,,
1959-07-13,118.125,19000300,113.75,19000600,,
1959-07-14,119.75,19000300,115.375,19000600,,
1959-07-15,119.375,19000300,114.625,19000600,,
1959-07-16,119.375,19000300,114.625,19000600,,
1959-07-17,119.5,19000300,114.75,19000600,,
1959-07-20,118.875,19000300,115.0,19000600,,
1959-07-21,119.25,19000300,114.625,19000600,,
1959-07-22,119.625,19000300,114.125,19000600,,
1959-07-23,119.5,19000300,113.0,19000600,,
1959-07-24,120.625,19000300,114.0,19000600,,
1959-07-27,119.625,19000300,113.75,19000600,,
1959-07-28,118.75,19000300,113.25,19000600,,
1959-07-29,119.375,19000300,113.25,19000600,,
1959-07-30,119.375,19000300,113.375,19000600,,
1959-07-31,119.875,19000300,113.75,19000600,,
1959-08-03,119.875,19000300,113.125,19000600,,
1959-08-04,120.5,19000300,113.25,19000600,,
1959-08-05,120.625,19000300,113.375,19000600,,
1959-08-06,120.125,19000300,112.5,19000600,,
1959-08-07,118.875,19000300,112.25,19000600,,
1959-08-10,118.75,19000300,112.125,19000600,,
1959-08-11,118.875,19000300,112.125,19000600,,
1959-08-12,118.875,19000300,111.875,19000600,,
1959-08-13,119.375,19000300,112.125,19000600,,
1959-08-14,120.125,19000300,112.5,19000600,,
1959-08-17,119.5,19000300,112.0,19000600,,
1959-08-18,119.875,19000300,112.0,19000600,,
1959-08-19,119.75,19000300,112.0,19000600,,
1959-08-20,119.75,19000300,112.125,19000600,,
1959-08-21,118.875,19000300,112.5,19000600,,
1959-08-24,118.5,19000300,112.25,19000600,,
1959-08-25,118.375,19000300,112.5,19000600,,
1959-08-26,117.25,19000300,112.25,19000600,,
1959-08-27,117.0,19000300,112.0,19000600,,
1959-08-28,116.75,19000300,111.75,19000600,,
1959-08-31,117.875,19000300,112.0,19000600,,
1959-09-01,118.75,19000300,112.0,19000600,,
1959-09-02,119.0,19000300,112.25,19000600,,
1959-09-03,118.875,19000300,112.375,19000600,,
1959-09-04,118.625,19000300,112.25,19000600,,
1959-09-08,117.125,19000300,111.875,19000600,,
1959-09-09,117.5,19000300,111.25,19000600,,
1959-09-10,117.625,19000300,111.25,19000600,,
1959-09-11,116.625,19000300,110.5,19000600,,
1959-09-14,114.625,19000300,110.125,19000600,,
1959-09-15,113.375,19000300,109.875,19000600,,
1959-09-16,114.375,19000300,110.0,19000600,,
1959-09-17,114.625,19000300,109.875,19000600,,
1959-09-18,114.75,19000300,109.75,19000600,,
1959-09-21,113.0,19000300,109.25,19000600,,
1960-01-05,115.5,19000300,110.875,19000600,,
1960-01-06,116.0,19000300,110.625,19000600,,
1960-01-07,116.5,19000300,110.75,19000600,,
1960-01-08,116.0,19000300,110.0,19000600,,
1960-01-11,115.75,19000300,109.875,19000600,,
1960-01-12,115.75,19000300,109.75,19000600,,
1960-01-13,116.0,19000300,109.5,19000600,,
1960-01-14,115.75,19000300,109.5,19000600,,
1960-01-15,116.125,19000300,109.5,19000600,,
1960-01-18,116.75,19000300,110.0,19000600,,
1960-01-19,116.5,19000300,110.0,19000600,,
1960-01-20,116.875,19000300,110.125,19000600,,
1960-01-21,116.5,19000300,109.75,19000600,,
1960-01-22,116.0,19000300,109.5,19000600,,
1960-01-25,116.125,19000300,109.625,19000600,,
1960-01-26,116.0,19000300,109.75,19000600,,
1960-01-27,116.0,19000300,109.75,19000600,,
1960-01-28,116.125,19000300,109.875,19000600,,
1960-01-29,116.0,19000300,110.0,19000600,,
1960-02-01,115.75,19000300,109.5,19000600,,
1960-02-02,116.0,19000300,109.5,19000600,,
1960-02-03,116.5,19000300,110.625,19000600,,
1960-02-04,116.25,19000300,110.25,19000600,,
1960-02-05,116.25,19000300,110.25,19000600,,
1960-02-08,116.75,19000300,110.75,19000600,,
1960-02-09,116.75,19000300,110.5,19000600,,
1960-02-10,116.125,19000300,109.75,19000600,,
1960-02-11,116.625,19000300,110.5,19000600,,
1960-02-12,116.25,19000300,110.125,19000600,,
1960-02-15,116.375,19000300,110.0,19000600,,
1960-02-16,116.25,19000300,109.75,19000600,,
1960-02-17,117.25,19000300,110.625,19000600,,
1960-02-18,117.125,19000300,110.75,19000600,,
1960-02-19,116.125,19000300,109.875,19000600,,
1960-02-23,115.5,19000300,109.25,19000600,,
1960-02-24,116.125,19000300,109.875,19000600,,
1960-02-25,116.75,19000300,110.5,19000600,,
1960-02-26,117.0,19000300,110.625,19000600,,
1960-02-29,117.25,19000300,110.875,19000600,,
1960-03-01,117.5,19000300,111.0,19000600,,
1960-03-02,117.75,19000300,111.125,19000600,,
1960-03-03,117.75,19000300,111.375,19000600,,
1960-03-04,116.75,19000300,110.25,19000600,,
