DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT,DIVIDEND_YIELD,FUNDING_COST
2018-10-23,24.920000076293945,,24.920000076293945,,24.920000076293945,,0.0,0.0233
2018-10-24,23.3700008392334,,23.3700008392334,,23.3700008392334,,0.0,0.0233999999999999
2018-10-25,24.559999465942383,,24.559999465942383,,24.559999465942383,,0.0,0.0233999999999999
2018-10-26,26.11000061035156,,26.11000061035156,,26.11000061035156,,0.0,0.0233
2018-10-29,25.57999992370605,,25.57999992370605,,25.57999992370605,,0.0,0.0233999999999999
2018-10-30,26.59000015258789,,26.59000015258789,,26.59000015258789,,0.0,0.0233
2018-10-31,27.059999465942383,,27.059999465942383,,27.059999465942383,,0.0,0.0233999999999999
2018-11-01,25.799999237060547,,25.799999237060547,,25.799999237060547,,0.0,0.0232
2018-11-02,25.850000381469727,,25.850000381469727,,25.850000381469727,,0.0,0.0233
2018-11-05,26.520000457763672,,26.520000457763672,,26.520000457763672,,0.0,0.0236
2018-11-06,27.38999938964844,,27.38999938964844,,27.38999938964844,,0.0,0.0235
2018-11-07,27.940000534057617,,27.940000534057617,,27.940000534057617,,0.0,0.0237
2018-11-08,27.11000061035156,,27.11000061035156,,27.11000061035156,,0.0,0.0235
2018-11-09,26.549999237060547,,26.549999237060547,,26.549999237060547,,0.0,0.0236
2018-11-12,26.309999465942383,,26.309999465942383,,26.309999465942383,,0.0,0.0236
2018-11-13,25.530000686645508,,25.530000686645508,,25.530000686645508,,0.0,0.0237999999999999
2018-11-14,25.21999931335449,,25.21999931335449,,25.21999931335449,,0.0,0.0237999999999999
2018-11-15,25.96999931335449,,25.96999931335449,,25.96999931335449,,0.0,0.0237
2018-11-16,25.489999771118164,,25.489999771118164,,25.489999771118164,,0.0,0.0236
2018-11-19,24.440000534057617,,24.440000534057617,,24.440000534057617,,0.0,0.0237999999999999
2018-11-20,24.25,,24.25,,24.25,,0.0,0.0239
2018-11-21,24.75,,24.75,,24.75,,0.0,0.0241
2018-11-23,24.18000030517578,,24.18000030517578,,24.18000030517578,,0.0,0.0241
2018-11-26,24.959999084472656,,24.959999084472656,,24.959999084472656,,0.0,0.0241
2018-11-27,24.440000534057617,,24.440000534057617,,24.440000534057617,,0.0,0.0241
2018-11-28,25.34000015258789,,25.34000015258789,,25.34000015258789,,0.0,0.024
2018-11-29,25.34000015258789,,25.34000015258789,,25.34000015258789,,0.0,0.0237
2018-11-30,24.75,,24.75,,24.75,,0.0,0.0237
2018-12-03,25.3700008392334,,25.3700008392334,,25.3700008392334,,0.0,0.0237999999999999
2018-12-04,23.280000686645508,,23.280000686645508,,23.280000686645508,,0.0,0.0242
2018-12-06,22.899999618530277,,22.899999618530277,,22.899999618530277,,0.0,0.0241
2018-12-07,22.299999237060547,,22.299999237060547,,22.299999237060547,,0.0,0.024
2018-12-10,22.07999992370605,,22.07999992370605,,22.07999992370605,,0.0,0.0241
2018-12-11,21.57999992370605,,21.57999992370605,,21.57999992370605,,0.0,0.0241
2018-12-12,21.84000015258789,,21.84000015258789,,21.84000015258789,,0.0,0.0243
2018-12-13,21.350000381469727,,21.350000381469727,,21.350000381469727,,0.0,0.0243
2018-12-14,21.21999931335449,,21.21999931335449,,21.21999931335449,,0.0,0.0242
2018-12-17,20.5,,20.5,,20.5,,0.0,0.024
2018-12-18,20.600000381469727,,20.600000381469727,,20.600000381469727,,0.0,0.0239
2018-12-19,19.729999542236328,,19.729999542236328,,19.729999542236328,,0.0,0.024
2018-12-20,19.200000762939453,,19.200000762939453,,19.200000762939453,,0.0,0.0239
2018-12-21,19.86000061035156,,19.86000061035156,,19.86000061035156,,0.0,0.0239
2018-12-24,18.920000076293945,,18.920000076293945,,18.920000076293945,,0.0,0.0245
2018-12-26,20.21999931335449,,20.21999931335449,,20.21999931335449,,0.0,0.0243999999999999
2018-12-27,20.38999938964844,,20.38999938964844,,20.38999938964844,,0.0,0.0241
2018-12-28,20.3799991607666,,20.3799991607666,,20.3799991607666,,0.0,0.024
2018-12-31,20.450000762939453,,20.450000762939453,,20.450000762939453,,0.0,0.0245
2019-01-02,21.0,,21.0,,21.0,,0.0,0.0242
2019-01-03,20.57999992370605,,20.57999992370605,,20.57999992370605,,0.0,0.0241
2019-01-04,20.940000534057617,,20.940000534057617,,20.940000534057617,,0.0,0.0242
2019-01-07,21.61000061035156,,21.61000061035156,,21.61000061035156,,0.0,0.0245
2019-01-08,21.86000061035156,,21.86000061035156,,21.86000061035156,,0.0,0.0246
2019-01-09,22.3799991607666,,22.3799991607666,,22.3799991607666,,0.0,0.0245
2019-01-10,22.489999771118164,,22.489999771118164,,22.489999771118164,,0.0,0.0243
2019-01-11,22.709999084472656,,22.709999084472656,,22.709999084472656,,0.0,0.0243
2019-01-14,22.0,,22.0,,22.0,,0.0,0.0245
2019-01-15,21.920000076293945,,21.920000076293945,,21.920000076293945,,0.0,0.0245
2019-01-16,21.84000015258789,,21.84000015258789,,21.84000015258789,,0.0,0.0243
2019-01-17,22.229999542236328,,22.229999542236328,,22.229999542236328,,0.0,0.0242
2019-01-18,23.21999931335449,,23.21999931335449,,23.21999931335449,,0.0,0.0241
2019-01-22,22.780000686645508,,22.780000686645508,,22.780000686645508,,0.0,0.0243
2019-01-23,22.43000030517578,,22.43000030517578,,22.43000030517578,,0.0,0.0241
2019-01-24,22.649999618530277,,22.649999618530277,,22.649999618530277,,0.0,0.0237
2019-01-25,24.18000030517578,,24.18000030517578,,24.18000030517578,,0.0,0.0239
2019-01-28,23.96999931335449,,23.96999931335449,,23.96999931335449,,0.0,0.0242
2019-01-29,24.440000534057617,,24.440000534057617,,24.440000534057617,,0.0,0.0242
2019-01-30,24.6299991607666,,24.6299991607666,,24.6299991607666,,0.0,0.0242
2019-01-31,24.670000076293945,,24.670000076293945,,24.670000076293945,,0.0,0.0241
2019-02-01,24.790000915527344,,24.790000915527344,,24.790000915527344,,0.0,0.024
2019-02-04,24.899999618530277,,24.899999618530277,,24.899999618530277,,0.0,0.0242
2019-02-05,25.040000915527344,,25.040000915527344,,25.040000915527344,,0.0,0.0242
2019-02-06,25.149999618530277,,25.149999618530277,,25.149999618530277,,0.0,0.0242
2019-02-07,24.920000076293945,,24.920000076293945,,24.920000076293945,,0.0,0.0242
2019-02-08,24.3700008392334,,24.3700008392334,,24.3700008392334,,0.0,0.0243
2019-02-11,24.43000030517578,,24.43000030517578,,24.43000030517578,,0.0,0.0245
2019-02-12,24.6299991607666,,24.6299991607666,,24.6299991607666,,0.0,0.0243
2019-02-13,25.299999237060547,,25.299999237060547,,25.299999237060547,,0.0,0.0243999999999999
2019-02-14,25.36000061035156,,25.36000061035156,,25.36000061035156,,0.0,0.0243
2019-02-15,26.11000061035156,,26.11000061035156,,26.11000061035156,,0.0,0.0243
2019-02-19,25.920000076293945,,25.920000076293945,,25.920000076293945,,0.0,0.0245
2019-02-20,26.56999969482422,,26.56999969482422,,26.56999969482422,,0.0,0.0245
2019-02-21,27.049999237060547,,27.049999237060547,,27.049999237060547,,0.0,0.0245
2019-02-22,26.739999771118164,,26.739999771118164,,26.739999771118164,,0.0,0.0246
2019-02-25,27.059999465942383,,27.059999465942383,,27.059999465942383,,0.0,0.0247
2019-02-26,26.65999984741211,,26.65999984741211,,26.65999984741211,,0.0,0.0245
2019-02-27,26.649999618530277,,26.649999618530277,,26.649999618530277,,0.0,0.0245
2019-02-28,26.850000381469727,,26.850000381469727,,26.850000381469727,,0.0,0.0245
2019-03-01,27.34000015258789,,27.34000015258789,,27.34000015258789,,0.0,0.0243999999999999
2019-03-04,26.979999542236328,,26.979999542236328,,26.979999542236328,,0.0,0.0246
2019-03-05,26.940000534057617,,26.940000534057617,,26.940000534057617,,0.0,0.0246
2019-03-06,26.309999465942383,,26.309999465942383,,26.309999465942383,,0.0,0.0247
2019-03-07,26.09000015258789,,26.09000015258789,,26.09000015258789,,0.0203142965465804,0.0245
2019-03-08,26.200000762939453,,26.200000762939453,,26.200000762939453,,0.0202290070445226,0.0246
2019-03-11,27.1200008392334,,27.1200008392334,,27.1200008392334,,0.0195427722566022,0.0246
