DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
1982-05-03,71.53125,19000600,71.3125,19000300,,
1982-05-04,71.84375,19000600,71.8125,19000300,,
1982-05-05,71.9375,19000600,71.9375,19000300,,
1982-05-06,72.9375,19000600,72.96875,19000300,,
1982-05-07,73.21875,19000600,73.25,19000300,,
1982-05-10,73.15625,19000600,73.125,19000300,,
1982-05-11,73.25,19000600,73.25,19000300,,
1982-05-12,72.875,19000600,72.875,19000300,,
1982-05-13,72.625,19000600,72.625,19000300,,
1982-05-14,73.125,19000600,73.125,19000300,,
1982-05-17,72.65625,19000600,72.65625,19000300,,
1982-05-18,72.875,19000600,72.875,19000300,,
1982-05-19,72.46875,19000600,72.46875,19000300,,
1982-05-20,73.03125,19000600,73.09375,19000300,,
1982-05-21,72.9375,19000600,73.0,19000300,,
1982-05-24,72.90625,19000600,72.96875,19000300,,
1982-05-25,72.6875,19000600,72.71875,19000300,,
1982-05-26,72.34375,19000600,72.375,19000300,,
1982-05-27,72.1875,19000600,72.25,19000300,,
1982-05-28,72.125,19000600,72.25,19000300,,
1982-06-01,71.3125,19000600,71.4375,19000300,,
1982-06-02,71.5625,19000600,71.6875,19000300,,
1982-06-03,71.46875,19000600,71.59375,19000300,,
1982-06-04,71.125,19000600,71.28125,19000300,,
1982-06-07,71.28125,19000600,71.4375,19000300,,
1982-06-08,71.1875,19000600,71.34375,19000300,,
1982-06-09,71.21875,19000600,71.375,19000300,,
1982-06-10,71.0,19000600,71.1875,19000300,,
1982-06-11,71.46875,19000600,71.625,19000300,,
1982-06-14,70.375,19000600,70.53125,19000300,,
1982-06-15,70.375,19000600,70.53125,19000300,,
1982-06-16,70.15625,19000600,70.3125,19000300,,
1982-06-17,69.5625,19000600,69.6875,19000300,,
1982-06-18,68.8125,19000600,69.0,19000300,,
1982-06-21,68.6875,19000600,69.125,19000300,,
1982-06-22,68.625,19000600,68.6875,19000300,,
1982-06-23,68.40625,19000600,68.46875,19000300,,
1982-06-24,68.40625,19000600,68.46875,19000300,,
1982-06-25,68.3125,19000600,68.375,19000300,,
1982-06-28,68.59375,19000600,68.65625,19000300,,
1982-06-29,68.78125,19000600,68.875,19000300,,
1982-06-30,69.46875,19000600,69.5625,19000300,,
1982-07-01,69.65625,19000600,69.75,19000300,,
1982-07-02,69.15625,19000600,69.25,19000300,,
1982-07-06,69.34375,19000600,69.4375,19000300,,
1982-07-07,69.5625,19000600,69.6875,19000300,,
