DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2009-06-02,31.5,19000200,31.6,19000300,,
2009-06-03,32.6,19000200,32.7,19000300,,
2009-06-04,33.7,19000200,33.6,19000300,,
2009-06-05,33.0,19000200,32.8,19000300,,
2009-06-08,34.0,19000200,33.7,19000300,,
2009-06-09,33.2,19000200,33.2,19000300,,
2009-06-10,32.9,19000200,32.8,19000300,,
2009-06-11,31.5,19000200,31.3,19000300,,
2009-06-12,31.1,19000200,31.1,19000300,,
2009-06-15,32.2,19000200,32.2,19000300,,
2009-06-16,32.4,19000200,32.4,19000300,,
2009-06-17,33.4,19000200,33.3,19000300,,
2009-06-18,33.3,19000200,34.2,19000300,,
2009-06-19,32.9,19000200,32.8,19000300,,
2009-06-22,33.2,19000200,33.1,19000300,,
2009-06-23,33.9,19000200,33.6,19000300,,
2009-06-24,32.8,19000200,33.1,19000300,,
2009-06-25,33.0,19000200,33.0,19000300,,
2009-06-26,33.0,19000200,33.1,19000300,,
2009-06-29,31.5,19000200,32.6,19000300,,
2009-06-30,32.3,19000200,32.1,19000300,,
2009-07-01,31.2,19000200,31.6,19000300,,
2009-07-02,31.8,19000200,32.0,19000300,,
2009-07-03,32.9,19000200,32.6,19000300,,
2009-07-06,33.3,19000200,33.1,19000300,,
2009-07-07,33.6,19000200,33.3,19000300,,
2009-07-08,33.9,19000200,33.3,19000300,,
2009-07-09,33.3,19000200,32.5,19000300,,
2009-07-10,33.5,19000200,32.8,19000300,,
2009-07-13,32.3,19000200,32.9,19000300,,
2009-07-14,31.7,19000200,32.2,19000300,,
2009-07-15,30.5,19000200,31.7,19000300,,
2009-07-16,30.7,19000200,31.0,19000300,,
2009-07-17,30.6,19000200,30.4,19000300,,
2009-07-20,29.2,19000200,30.5,19000300,,
2009-07-21,29.4,19000200,29.3,19000300,,
2009-07-22,29.1,19000200,29.6,19000300,,
2009-07-23,28.9,19000200,29.6,19000300,,
