DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
1995-06-19,14.86,19000600,16.14,19000300,,
1995-06-20,13.72,19000600,14.76,19000300,,
1995-06-21,13.65,19000600,14.7,19000300,,
1995-06-22,13.81,19000600,14.86,19000300,,
1995-06-23,13.8,19000600,14.84,19000300,,
1995-06-26,13.8,19000600,14.87,19000300,,
1995-06-27,13.96,19000600,14.93,19000300,,
1995-06-28,13.93,19000600,14.935,19000300,,
1995-06-29,14.0,19000600,15.03,19000300,,
1995-06-30,14.0,19000600,15.04,19000300,,
1995-07-03,14.02,19000600,15.045,19000300,,
1995-07-05,14.0,19000600,15.02,19000300,,
1995-07-06,14.08,19000600,15.09,19000300,,
1995-07-07,14.4,19000600,15.34,19000300,,
1995-07-10,14.45,19000600,15.45,19000300,,
1995-07-11,14.42,19000600,15.4,19000300,,
1995-07-12,14.52,19000600,15.55,19000300,,
1995-07-13,14.65,19000600,15.66,19000300,,
1995-07-14,14.78,19000600,15.76,19000300,,
1995-07-17,14.82,19000600,15.86,19000300,,
1995-07-18,14.7,19000600,15.7,19000300,,
1995-07-19,14.62,19000600,15.6,19000300,,
1995-07-20,14.45,19000600,15.44,19000300,,
1995-07-21,14.6,19000600,15.62,19000300,,
1995-07-24,14.51,19000600,15.52,19000300,,
1995-07-25,14.62,19000600,15.61,19000300,,
1995-07-26,14.615,19000600,15.62,19000300,,
1995-07-27,14.675,19000600,15.69,19000300,,
1995-07-28,14.69,19000600,15.715,19000300,,
1995-07-31,14.715,19000600,15.74,19000300,,
1995-08-01,14.68,19000600,15.71,19000300,,
1995-08-02,14.78,19000600,15.785,19000300,,
1995-08-03,14.815,19000600,15.77,19000300,,
1995-08-04,14.8,19000600,15.77,19000300,,
1995-08-07,14.79,19000600,15.76,19000300,,
1995-08-08,14.825,19000600,15.78,19000300,,
1995-08-09,14.84,19000600,15.8125,19000300,,
1995-08-10,14.85,19000600,15.81,19000300,,
1995-08-11,14.82,19000600,15.82,19000300,,
1995-08-14,14.825,19000600,15.85,19000300,,
1995-08-15,14.84,19000600,15.85,19000300,,
1995-08-16,14.82,19000600,15.8,19000300,,
1995-08-17,14.78,19000600,15.77,19000300,,
1995-08-18,14.72,19000600,15.69,19000300,,
1995-08-21,14.81,19000600,15.78,19000300,,
1995-08-22,14.69,19000600,15.65,19000300,,
1995-08-23,14.56,19000600,15.57,19000300,,
1995-08-24,14.56,19000600,15.555,19000300,,
1995-08-25,14.605,19000600,15.56,19000300,,
1995-08-28,14.62,19000600,15.615,19000300,,
1995-08-29,14.6425,19000600,15.65,19000300,,
1995-08-30,14.72,19000600,15.73,19000300,,
1995-08-31,14.83,19000600,15.815,19000300,,
1995-09-01,14.78,19000600,15.78,19000300,,
1995-09-05,14.94,19000600,15.9,19000300,,
1995-09-06,14.925,19000600,15.865,19000300,,
1995-09-07,14.95,19000600,15.8625,19000300,,
1995-09-08,14.9,19000600,15.81,19000300,,
1995-09-11,14.89,19000600,15.81,19000300,,
1995-09-12,14.94,19000600,15.87,19000300,,
1995-09-13,14.91,19000600,15.87,19000300,,
1995-09-14,14.93,19000600,15.92,19000300,,
1995-09-15,14.94,19000600,15.94,19000300,,
1995-09-18,14.95,19000600,15.96,19000300,,
1995-09-19,14.13,19000600,14.955,19000300,,
1995-09-20,14.085,19000600,14.93,19000300,,
1995-09-21,14.08,19000600,14.91,19000300,,
1995-09-22,14.01,19000600,14.845,19000300,,
1995-09-25,13.95,19000600,14.75,19000300,,
1995-09-26,13.95,19000600,14.75,19000300,,
1995-09-27,13.71,19000600,14.57,19000300,,
1995-09-28,13.9,19000600,14.78,19000300,,
1995-09-29,13.93,19000600,14.79,19000300,,
1995-10-02,13.73,19000600,14.61,19000300,,
1995-10-03,13.45,19000600,14.325,19000300,,
1995-10-04,13.355,19000600,14.27,19000300,,
1995-10-05,13.39,19000600,14.415,19000300,,
1995-10-06,13.44,19000600,14.4175,19000300,,
1995-10-09,13.49,19000600,14.43,19000300,,
1995-10-10,12.89,19000600,13.93,19000300,,
1995-10-11,12.9,19000600,13.89,19000300,,
1995-10-12,13.04,19000600,14.045,19000300,,
1995-10-13,12.86,19000600,13.84,19000300,,
1995-10-16,12.87,19000600,13.885,19000300,,
1995-10-17,12.85,19000600,13.91,19000300,,
1995-10-18,13.05,19000600,14.115,19000300,,
1995-10-19,13.12,19000600,14.19,19000300,,
1995-10-20,13.24,19000600,14.3,19000300,,
1995-10-23,12.97,19000600,14.025,19000300,,
1995-10-24,13.0,19000600,14.055,19000300,,
1995-10-25,12.92,19000600,13.98,19000300,,
1995-10-26,11.6,19000600,12.7,19000300,,
1995-10-27,11.86,19000600,13.135,19000300,,
1995-10-30,12.55,19000600,13.705,19000300,,
1995-10-31,12.22,19000600,13.36,19000300,,
1995-11-01,11.85,19000600,13.0,19000300,,
1995-11-02,11.91,19000600,13.06,19000300,,
1995-11-03,11.58,19000600,12.75,19000300,,
1995-11-06,11.55,19000600,12.72,19000300,,
1995-11-07,11.44,19000600,12.66,19000300,,
1995-11-08,10.94,19000600,12.11,19000300,,
1995-11-09,10.95,19000600,12.15,19000300,,
1995-11-10,11.15,19000600,12.45,19000300,,
1995-11-13,10.61,19000600,12.01,19000300,,
1995-11-14,10.41,19000600,11.76,19000300,,
1995-11-15,10.525,19000600,11.93,19000300,,
1995-11-16,11.05,19000600,12.35,19000300,,
1995-11-17,11.2,19000600,12.475,19000300,,
1995-11-20,11.15,19000600,12.45,19000300,,
1995-11-21,11.25,19000600,12.46,19000300,,
1995-11-22,11.32,19000600,12.52,19000300,,
1995-11-24,11.53,19000600,12.7,19000300,,
1995-11-27,11.51,19000600,12.68,19000300,,
1995-11-28,11.56,19000600,12.7925,19000300,,
1995-11-29,11.99,19000600,13.14,19000300,,
1995-11-30,11.89,19000600,13.02,19000300,,
1995-12-01,11.87,19000600,12.995,19000300,,
1995-12-04,11.84,19000600,12.97,19000300,,
1995-12-05,11.68,19000600,12.86,19000300,,
1995-12-06,11.73,19000600,12.875,19000300,,
1995-12-07,11.7,19000600,12.84,19000300,,
