DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT,DIVIDEND_YIELD,FUNDING_COST
1994-08-22,3.479166984558105,,3.479166984558105,,3.479166984558105,,0.0,0.0473
1994-08-23,3.59375,,3.59375,,3.59375,,0.0,0.0469
1994-08-24,3.6875,,3.6875,,3.6875,,0.0,0.0466
1994-08-25,3.6666669845581055,,3.6666669845581055,,3.6666669845581055,,0.0,0.0467999999999999
1994-08-26,3.6666669845581055,,3.6666669845581055,,3.6666669845581055,,0.0,0.0467999999999999
1994-08-29,3.6770830154418954,,3.6770830154418954,,3.6770830154418954,,0.0,0.0473
1994-08-30,3.5833330154418945,,3.5833330154418945,,3.5833330154418945,,0.0,0.0471
1994-08-31,3.5625,,3.5625,,3.5625,,0.0,0.0467999999999999
1994-09-01,3.541666984558105,,3.541666984558105,,3.541666984558105,,0.0,0.0467
1994-09-02,3.5625,,3.5625,,3.5625,,0.0,0.0467
1994-09-06,3.625,,3.625,,3.625,,0.0,0.0469
1994-09-07,3.625,,3.625,,3.625,,0.0,0.0466
1994-09-08,3.6875,,3.6875,,3.6875,,0.0,0.0467
1994-09-09,3.5833330154418945,,3.5833330154418945,,3.5833330154418945,,0.0,0.047
1994-09-12,3.5625,,3.5625,,3.5625,,0.0,0.0475
1994-09-13,3.5208330154418945,,3.5208330154418945,,3.5208330154418945,,0.0,0.0472
1994-09-14,3.510416984558105,,3.510416984558105,,3.510416984558105,,0.0,0.047
1994-09-15,3.479166984558105,,3.479166984558105,,3.479166984558105,,0.0,0.047
1994-09-16,3.338541984558105,,3.338541984558105,,3.338541984558105,,0.0,0.0473
1994-09-19,3.40625,,3.40625,,3.40625,,0.0,0.0472
1994-09-20,3.375,,3.375,,3.375,,0.0,0.0474
1994-09-21,3.3125,,3.3125,,3.3125,,0.0,0.0492
1994-09-22,3.34375,,3.34375,,3.34375,,0.0,0.0492
1994-09-23,3.2395830154418945,,3.2395830154418945,,3.2395830154418945,,0.0,0.0491
1994-09-26,3.3125,,3.3125,,3.3125,,0.0,0.0492
1994-09-27,3.4583330154418945,,3.4583330154418945,,3.4583330154418945,,0.0,0.0483
1994-09-28,3.6875,,3.6875,,3.6875,,0.0,0.0466
1994-09-29,3.6458330154418954,,3.6458330154418954,,3.6458330154418954,,0.0,0.047
1994-09-30,3.6458330154418954,,3.6458330154418954,,3.6458330154418954,,0.0,0.048
1994-10-03,3.6041669845581055,,3.6041669845581055,,3.6041669845581055,,0.0,0.0504999999999999
1994-10-04,3.463541984558105,,3.463541984558105,,3.463541984558105,,0.0,0.0509
1994-10-05,3.4375,,3.4375,,3.4375,,0.0,0.0509
