DATETIME,price
1994-08-29 23:00:00,1.3130519390106201
1994-08-30 23:00:00,1.3264050483703613
1994-08-31 23:00:00,1.3086001873016357
1994-09-01 23:00:00,1.2907963991165161
1994-09-02 23:00:00,1.3086001873016357
1994-09-06 23:00:00,1.3264050483703613
1994-09-07 23:00:00,1.3531107902526855
1994-09-08 23:00:00,1.34420907497406
1994-09-09 23:00:00,1.2996985912322998
1994-09-12 23:00:00,1.3086001873016357
1994-09-13 23:00:00,1.3397576808929443
1994-09-14 23:00:00,1.3842681646347046
1994-09-15 23:00:00,1.3620129823684692
1994-09-16 23:00:00,1.379817008972168
1994-09-19 23:00:00,1.3976212739944458
1994-09-20 23:00:00,1.4065232276916504
1994-09-21 23:00:00,1.3976212739944458
1994-09-22 23:00:00,1.4154255390167236
1994-09-23 23:00:00,1.4065232276916504
1994-09-26 23:00:00,1.3531107902526855
1994-09-27 23:00:00,1.3264050483703613
1994-09-28 23:00:00,1.34420907497406
1994-09-29 23:00:00,1.3531107902526855
1994-09-30 23:00:00,1.3976212739944458
1994-10-03 23:00:00,1.4065232276916504
1994-10-04 23:00:00,1.3353066444396973
1994-10-05 23:00:00,1.2952481508255005
1994-10-06 23:00:00,1.281894326210022
1994-10-07 23:00:00,1.3531107902526855
1994-10-10 23:00:00,1.3976212739944458
1994-10-11 23:00:00,1.4643867015838623
1994-10-12 23:00:00,1.477739691734314
1994-10-13 23:00:00,1.4999947547912598
1994-10-14 23:00:00,1.5044453144073486
1994-10-17 23:00:00,1.477739691734314
1994-10-18 23:00:00,1.486641764640808
1994-10-19 23:00:00,1.486641764640808
1994-10-20 23:00:00,1.4732887744903564
1994-10-21 23:00:00,1.5311524868011475
1994-10-24 23:00:00,1.4955435991287231
1994-10-25 23:00:00,1.4955435991287231
1994-10-26 23:00:00,1.5445044040679932
1994-10-27 23:00:00,1.5667601823806763
1994-10-28 23:00:00,1.6112709045410156
1994-10-31 23:00:00,1.6691339015960693
1994-11-01 23:00:00,1.6468782424926758
1994-11-02 23:00:00,1.6379766464233398
1994-11-03 23:00:00,1.6112709045410156
1994-11-04 23:00:00,1.6379766464233398
1994-11-07 23:00:00,1.6646825075149536
1994-11-08 23:00:00,1.6023679971694946
1994-11-09 23:00:00,1.6290743350982666
1994-11-10 23:00:00,1.6424275636672974
1994-11-11 23:00:00,1.6157209873199463
1994-11-14 23:00:00,1.6023679971694946
1994-11-15 23:00:00,1.609044075012207
1994-11-16 23:00:00,1.6157209873199463
1994-11-17 23:00:00,1.6157209873199463
1994-11-18 23:00:00,1.6223970651626587
1994-11-21 23:00:00,1.575662612915039
1994-11-22 23:00:00,1.4955435991287231
1994-11-23 23:00:00,1.4955435991287231
1994-11-25 23:00:00,1.5222501754760742
1994-11-28 23:00:00,1.6157209873199463
1994-11-29 23:00:00,1.6023679971694946
1994-11-30 23:00:00,1.5890156030654907
1994-12-01 23:00:00,1.5289256572723389
1994-12-02 23:00:00,1.595691442489624
1994-12-05 23:00:00,1.6023679971694946
1994-12-06 23:00:00,1.575662612915039
1994-12-07 23:00:00,1.5489567518234253
1994-12-08 23:00:00,1.4955435991287231
1994-12-09 23:00:00,1.4488075971603394
1994-12-12 23:00:00,1.4421312808990479
1994-12-13 23:00:00,1.4287782907485962
1994-12-14 23:00:00,1.4821903705596924
1994-12-15 23:00:00,1.4421312808990479
1994-12-16 23:00:00,1.4154255390167236
1994-12-19 23:00:00,1.4020723104476929
1994-12-20 23:00:00,1.3887189626693726
1994-12-21 23:00:00,1.4688374996185303
1994-12-22 23:00:00,1.4387929439544678
1994-12-23 23:00:00,1.4154255390167236
1994-12-27 23:00:00,1.4821903705596924
1994-12-28 23:00:00,1.4955435991287231
1994-12-29 23:00:00,1.4955435991287231
1994-12-30 23:00:00,1.4688374996185303
1995-01-03 23:00:00,1.4054099321365356
1995-01-04 23:00:00,1.368688941001892
1995-01-05 23:00:00,1.3219536542892456
1995-01-06 23:00:00,1.3887189626693726
1995-01-09 23:00:00,1.4688374996185303
1995-01-10 23:00:00,1.5489567518234253
1995-01-11 23:00:00,1.5289256572723389
1995-01-12 23:00:00,1.5088965892791748
1995-01-13 23:00:00,1.4821903705596924
1995-01-16 23:00:00,1.4821903705596924
1995-01-17 23:00:00,1.3486591577529907
1995-01-18 23:00:00,1.3953955173492432
1995-01-19 23:00:00,1.3620129823684692
1995-01-20 23:00:00,1.3353066444396973
1995-01-23 23:00:00,1.3887189626693726
1995-01-24 23:00:00,1.368688941001892
1995-01-25 23:00:00,1.3086001873016357
1995-01-26 23:00:00,1.2485114336013794
1995-01-27 23:00:00,1.2752187252044678
1995-01-30 23:00:00,1.2284830808639526
1995-01-31 23:00:00,1.1951003074645996
1995-02-01 23:00:00,1.2017768621444702
1995-02-02 23:00:00,1.1884232759475708
1995-02-03 23:00:00,1.2752187252044678
1995-02-06 23:00:00,1.301924467086792
1995-02-07 23:00:00,1.3486591577529907
1995-02-08 23:00:00,1.3353066444396973
1995-02-09 23:00:00,1.3887189626693726
1995-02-10 23:00:00,1.4020723104476929
1995-02-13 23:00:00,1.4020723104476929
1995-02-14 23:00:00,1.408748745918274
1995-02-15 23:00:00,1.47551429271698
1995-02-16 23:00:00,1.4688374996185303
1995-02-17 23:00:00,1.408748745918274
1995-02-21 23:00:00,1.3887189626693726
1995-02-22 23:00:00,1.3620129823684692
1995-02-23 23:00:00,1.3486591577529907
1995-02-24 23:00:00,1.3620129823684692
1995-02-27 23:00:00,1.3486591577529907
1995-02-28 23:00:00,1.3486591577529907
1995-03-01 23:00:00,1.3086001873016357
1995-03-02 23:00:00,1.328629970550537
1995-03-03 23:00:00,1.4221023321151733
1995-03-06 23:00:00,1.3252923488616943
1995-03-07 23:00:00,1.3086001873016357
1995-03-08 23:00:00,1.2952481508255005
1995-03-09 23:00:00,1.3086001873016357
1995-03-10 23:00:00,1.3219536542892456
1995-03-13 23:00:00,1.3887189626693726
1995-03-14 23:00:00,1.4020723104476929
1995-03-15 23:00:00,1.4154255390167236
